"","Adaptable","BestValue","CuttingEdge","Delightful","Exciting","Friendly","Generous","Helpful","Intuitive","Brand"
"1004",4,4,4,3,5,5,4,3,2,"Sierra"
"1005",3,4,4,4,4,2,4,2,2,"Tango"
"1006",5,3,5,4,5,4,5,3,4,"Sierra"
"1007",4,4,4,4,5,5,4,3,4,"Romeo"
"1008",3,4,3,2,3,4,3,4,4,"Romeo"
"1009",5,3,6,3,4,5,5,5,4,"Romeo"
"1010",5,4,4,4,4,4,4,5,3,"Tango"
"1011",4,3,4,4,4,4,3,2,3,"Romeo"
"1012",5,5,5,5,5,4,6,5,4,"Sierra"
"1013",4,3,4,4,5,3,4,4,3,"Romeo"
"1014",4,2,4,4,5,6,5,6,5,"Romeo"
"1015",6,3,3,3,4,5,4,4,4,"Papa"
"1016",4,3,5,4,3,4,3,4,4,"Romeo"
"1017",6,6,6,4,4,4,4,3,3,"Tango"
"1018",4,4,4,4,4,4,5,4,4,"Sierra"
"1019",4,4,5,4,6,4,4,4,4,"Sierra"
"1020",4,4,2,2,3,4,4,3,3,"Romeo"
"1021",5,2,6,4,5,4,4,5,4,"Sierra"
"1022",4,4,4,5,2,4,4,4,4,"Romeo"
"1023",5,6,5,5,3,4,4,3,4,"Papa"
"1024",4,4,5,4,4,3,5,3,4,"Sierra"
"1025",5,6,6,4,4,5,4,4,4,"Romeo"
"1026",3,5,6,3,3,4,6,5,4,"Papa"
"1027",5,3,5,4,4,5,4,4,5,"Romeo"
"1028",4,2,4,3,3,3,4,4,4,"Sierra"
"1029",5,6,4,2,4,5,5,4,4,"Tango"
"1030",2,2,4,4,5,4,6,3,3,"Sierra"
"1031",3,3,6,5,5,4,6,7,6,"Sierra"
"1032",4,4,5,4,4,2,3,4,4,"Sierra"
"1033",4,3,6,5,6,3,4,4,4,"Sierra"
"1034",4,4,4,4,3,5,4,3,4,"Romeo"
"1035",4,5,5,5,3,3,4,4,2,"Sierra"
"1036",5,6,2,4,2,4,5,5,4,"Romeo"
"1037",4,5,3,4,4,4,5,3,3,"Sierra"
"1038",4,4,3,3,3,5,1,4,4,"Sierra"
"1039",4,4,6,5,5,4,6,4,4,"Tango"
"1040",5,3,4,5,3,6,5,5,4,"Romeo"
"1041",3,2,4,3,3,4,4,2,5,"Sierra"
"1042",4,3,4,3,4,4,5,3,3,"Sierra"
"1043",4,3,4,5,2,4,5,3,4,"Papa"
"1044",4,4,2,4,3,5,3,5,4,"Sierra"
"1045",5,5,4,2,1,5,4,3,5,"Sierra"
"1046",4,4,4,3,3,4,4,3,4,"Romeo"
"1047",3,5,4,5,3,2,4,2,3,"Romeo"
"1048",5,3,4,4,4,5,4,4,5,"Romeo"
"1049",4,3,4,3,4,5,4,4,5,"Romeo"
"1050",4,3,5,4,5,5,4,4,5,"Sierra"
"1051",4,5,5,5,5,5,4,4,4,"Sierra"
"1052",3,5,4,5,4,3,2,2,2,"Sierra"
"1053",4,5,5,5,5,5,4,5,4,"Romeo"
"1054",4,3,2,4,4,4,5,4,3,"Romeo"
"1055",5,4,4,3,3,5,4,5,4,"Sierra"
"1056",5,4,4,4,3,4,3,5,3,"Romeo"
"1057",4,3,4,5,3,4,4,4,5,"Romeo"
"1058",5,5,4,5,5,6,5,4,5,"Romeo"
"1059",1,2,4,4,3,4,5,1,2,"Sierra"
"1060",5,4,4,5,3,4,4,3,3,"Sierra"
"1061",4,4,4,4,5,3,5,5,3,"Sierra"
"1062",4,3,3,6,4,5,4,5,3,"Romeo"
"1063",5,4,4,3,4,5,4,3,4,"Sierra"
"1064",6,4,4,3,5,4,5,5,4,"Romeo"
"1065",3,5,4,4,3,3,5,2,2,"Romeo"
"1066",5,4,3,3,4,6,4,5,4,"Papa"
"1067",6,4,3,3,3,4,2,4,4,"Papa"
"1068",4,5,5,3,5,2,4,2,3,"Tango"
"1069",6,4,4,3,3,5,3,4,5,"Romeo"
"1070",5,4,4,3,4,5,4,6,5,"Romeo"
"1071",3,4,3,4,3,4,4,5,5,"Papa"
"1072",5,5,6,3,4,5,5,6,4,"Sierra"
"1073",5,3,5,5,4,3,4,4,4,"Sierra"
"1074",3,3,2,3,4,6,4,4,4,"Romeo"
"1075",4,5,3,4,4,4,3,2,2,"Tango"
"1076",6,4,3,4,4,5,3,4,3,"Romeo"
"1077",5,4,4,4,5,6,4,4,6,"Romeo"
"1078",5,4,5,6,5,4,5,3,4,"Tango"
"1079",4,6,4,4,3,5,5,4,5,"Sierra"
"1080",4,4,5,5,5,2,4,3,3,"Sierra"
"1081",4,4,2,3,1,2,1,4,4,"Papa"
"1082",5,5,3,3,4,7,4,5,6,"Romeo"
"1083",3,5,5,3,4,4,4,2,3,"Sierra"
"1084",5,5,4,3,3,4,4,4,4,"Papa"
"1085",6,5,3,3,4,4,5,4,4,"Romeo"
"1086",5,4,2,4,4,5,5,4,5,"Romeo"
"1087",6,6,2,3,3,5,3,5,5,"Romeo"
"1088",3,4,5,4,4,3,4,4,3,"Sierra"
"1089",4,2,7,5,5,4,4,4,2,"Romeo"
"1090",5,5,5,5,5,3,5,3,2,"Tango"
"1091",3,5,3,5,1,4,3,4,4,"Romeo"
"1092",5,4,4,4,3,4,4,4,4,"Romeo"
"1093",4,4,4,4,2,6,5,3,3,"Sierra"
"1094",3,4,4,4,3,3,4,3,3,"Romeo"
"1095",2,3,4,5,5,5,3,3,3,"Romeo"
"1096",3,4,3,3,2,5,3,5,3,"Papa"
"1097",3,4,4,2,4,5,1,3,4,"Romeo"
"1098",3,3,3,2,3,3,3,3,3,"Papa"
"1099",7,5,4,5,4,3,6,5,4,"Sierra"
"1100",6,4,5,6,5,4,4,5,5,"Romeo"
"1101",3,3,5,5,5,5,3,3,4,"Sierra"
"1102",3,3,3,4,4,4,6,3,3,"Sierra"
"1103",4,3,3,4,5,5,4,4,3,"Romeo"
"1104",3,3,3,4,4,3,4,2,3,"Romeo"
"1105",5,5,3,4,4,3,4,3,3,"Romeo"
"1106",4,3,4,3,5,5,4,4,4,"Papa"
"1107",5,4,5,4,4,5,5,4,4,"Sierra"
"1108",4,4,5,4,2,4,3,4,3,"Romeo"
"1109",5,4,5,6,4,4,4,6,5,"Romeo"
"1110",5,2,3,3,4,7,3,4,5,"Romeo"
"1111",4,5,4,5,4,5,5,3,5,"Tango"
"1112",5,5,6,4,4,4,4,3,4,"Tango"
"1113",5,4,5,5,5,4,3,5,5,"Tango"
"1114",3,4,3,3,1,4,4,3,4,"Romeo"
"1115",3,4,5,4,5,4,4,4,4,"Romeo"
"1116",4,3,3,3,3,3,3,3,3,"Sierra"
"1117",4,4,4,3,3,3,2,3,4,"Romeo"
"1118",4,4,2,3,3,4,3,3,2,"Romeo"
"1119",5,5,5,5,4,5,5,4,5,"Romeo"
"1120",5,5,5,5,4,4,5,4,3,"Romeo"
"1121",4,6,5,4,4,3,3,3,4,"Sierra"
"1122",4,5,3,5,5,3,4,4,5,"Sierra"
"1123",3,3,5,4,6,4,4,3,5,"Sierra"
"1124",3,5,4,4,4,4,5,3,2,"Tango"
"1125",4,3,4,5,4,6,4,3,4,"Papa"
"1126",6,6,5,3,3,4,4,5,3,"Romeo"
"1127",5,3,4,2,3,4,3,6,5,"Papa"
"1128",3,4,3,5,4,4,4,4,4,"Sierra"
"1129",5,5,4,5,3,4,6,4,4,"Romeo"
"1130",5,3,5,5,2,4,4,5,5,"Papa"
"1131",4,2,4,3,5,5,5,5,4,"Papa"
"1132",4,3,5,5,4,6,5,5,4,"Sierra"
"1133",3,1,3,4,4,4,2,2,3,"Sierra"
"1134",4,4,4,4,4,5,4,4,3,"Papa"
"1135",3,3,3,3,4,3,3,4,4,"Sierra"
"1136",4,3,5,4,4,4,3,3,3,"Romeo"
"1137",3,1,4,4,3,5,5,5,2,"Sierra"
"1138",5,4,5,4,4,4,5,5,4,"Sierra"
"1139",5,3,4,4,4,5,4,6,4,"Romeo"
"1140",4,5,4,4,2,1,4,4,2,"Sierra"
"1141",5,3,4,4,5,6,4,5,5,"Romeo"
"1142",4,4,4,2,3,3,5,4,3,"Romeo"
"1143",3,3,3,5,5,4,4,3,3,"Romeo"
"1144",5,5,3,3,4,5,4,6,4,"Papa"
"1145",4,4,4,4,5,4,3,6,4,"Romeo"
"1146",4,2,5,5,5,5,5,4,3,"Sierra"
"1147",6,5,2,3,3,5,4,5,5,"Sierra"
"1148",4,3,4,4,3,4,4,3,4,"Romeo"
"1149",3,3,4,5,3,4,4,3,4,"Romeo"
"1150",5,5,5,4,5,2,6,4,1,"Sierra"
"1151",3,4,6,3,5,4,3,4,5,"Sierra"
"1152",3,4,5,6,6,3,4,4,1,"Sierra"
"1153",4,2,6,5,4,5,5,4,5,"Sierra"
"1154",5,4,5,4,5,5,6,5,4,"Romeo"
"1155",3,4,5,3,5,4,3,4,5,"Sierra"
"1156",5,5,4,3,5,4,4,5,4,"Romeo"
"1157",5,5,5,4,4,4,3,4,3,"Sierra"
"1158",5,5,4,5,4,4,4,4,3,"Sierra"
"1159",3,3,4,5,4,3,4,3,3,"Tango"
"1160",3,3,4,4,6,5,5,4,4,"Romeo"
"1161",3,3,4,4,2,5,3,5,4,"Romeo"
"1162",4,5,4,5,5,3,4,1,3,"Romeo"
"1163",3,4,4,3,3,2,5,5,2,"Tango"
"1164",5,4,6,3,5,4,6,3,4,"Romeo"
"1165",4,4,5,5,5,3,4,3,3,"Tango"
"1166",4,4,4,3,1,3,3,3,3,"Sierra"
"1167",4,2,2,4,5,5,4,6,6,"Papa"
"1168",5,4,4,4,4,5,5,4,3,"Sierra"
"1169",5,5,6,4,4,2,5,4,3,"Tango"
"1170",4,3,4,4,5,2,4,2,3,"Romeo"
"1171",4,4,4,6,5,3,4,2,1,"Tango"
"1172",3,4,5,5,3,5,6,3,5,"Romeo"
"1173",5,4,4,4,3,4,5,3,4,"Sierra"
"1174",4,4,5,6,5,4,3,5,2,"Romeo"
"1175",4,4,6,5,5,3,4,4,4,"Sierra"
"1176",4,2,3,4,4,6,5,5,5,"Sierra"
"1177",4,3,5,5,4,4,5,6,4,"Tango"
"1178",3,4,5,5,4,2,4,3,3,"Sierra"
"1179",3,3,4,3,4,4,4,3,3,"Sierra"
"1180",4,3,6,6,6,4,6,3,3,"Sierra"
"1181",3,3,5,5,6,3,6,3,3,"Tango"
"1182",4,2,4,3,5,3,4,4,3,"Sierra"
"1183",4,4,4,3,5,3,3,2,3,"Sierra"
"1184",4,6,6,4,5,2,4,1,3,"Sierra"
"1185",4,2,4,4,4,3,3,5,3,"Romeo"
"1186",4,3,2,5,4,6,5,3,4,"Romeo"
"1187",6,4,6,4,6,6,5,3,5,"Romeo"
"1188",4,5,5,5,4,4,4,4,3,"Sierra"
"1189",3,3,5,4,5,3,4,5,3,"Romeo"
"1190",4,4,4,4,4,6,5,4,4,"Romeo"
"1191",3,4,3,3,3,4,3,5,4,"Romeo"
"1192",4,4,4,5,4,4,2,3,3,"Romeo"
"1193",4,4,6,5,5,5,5,5,5,"Romeo"
"1194",4,4,5,4,5,4,5,4,4,"Tango"
"1195",6,4,6,5,5,5,3,4,3,"Romeo"
"1196",4,5,6,4,4,3,4,3,3,"Tango"
"1197",6,6,4,3,3,4,4,5,4,"Romeo"
"1198",5,5,4,3,3,6,4,5,4,"Romeo"
"1199",5,4,5,4,3,4,5,4,3,"Sierra"
"1200",4,4,4,3,4,4,2,4,3,"Romeo"
"1201",3,5,6,4,3,5,4,5,4,"Tango"
"1202",5,3,4,4,4,3,4,5,5,"Romeo"
"1203",4,4,4,4,4,4,3,3,3,"Sierra"
"1204",6,5,5,5,4,4,5,4,4,"Sierra"
"1205",5,3,6,3,4,4,4,4,3,"Romeo"
"1206",3,4,5,5,3,3,5,4,2,"Sierra"
"1207",4,4,4,5,4,4,4,5,4,"Sierra"
"1208",3,3,6,6,4,3,4,3,4,"Sierra"
"1209",5,4,3,3,3,5,4,3,4,"Papa"
"1210",5,5,4,5,4,5,3,4,3,"Romeo"
"1211",5,5,5,5,5,5,5,4,5,"Romeo"
"1212",4,4,3,4,3,3,4,3,4,"Romeo"
"1213",5,4,4,6,2,4,5,5,4,"Romeo"
"1214",4,3,5,2,4,3,5,3,3,"Sierra"
"1215",2,3,4,3,4,4,5,3,2,"Sierra"
"1216",1,1,3,5,6,2,5,3,2,"Sierra"
"1217",4,5,4,4,4,3,3,4,1,"Tango"
"1218",4,3,4,5,3,4,4,3,4,"Sierra"
"1219",5,3,5,6,6,4,5,4,4,"Sierra"
"1220",4,4,6,4,4,5,4,3,5,"Romeo"
"1221",3,3,4,5,5,4,4,5,4,"Romeo"
"1222",5,4,1,2,2,5,2,5,4,"Papa"
"1223",4,2,5,3,3,4,5,3,3,"Sierra"
"1224",3,5,4,3,4,4,3,5,5,"Sierra"
"1225",6,4,4,5,3,6,3,5,4,"Papa"
"1226",6,4,4,3,3,5,3,3,3,"Romeo"
"1227",4,4,4,4,4,3,4,4,3,"Romeo"
"1228",5,3,5,4,4,5,5,5,5,"Romeo"
"1229",5,2,5,3,4,4,5,3,3,"Sierra"
"1230",4,4,3,7,5,5,5,2,3,"Sierra"
"1231",6,4,3,4,2,4,2,4,3,"Papa"
"1232",6,3,3,2,2,3,3,4,4,"Romeo"
"1233",4,3,5,5,5,5,5,6,4,"Sierra"
"1234",2,4,4,4,3,3,3,2,2,"Sierra"
"1235",3,3,2,5,4,2,2,3,2,"Romeo"
"1236",4,4,6,4,5,4,3,5,4,"Papa"
"1237",5,5,5,4,3,5,4,4,4,"Romeo"
"1238",4,5,3,4,2,4,3,4,5,"Romeo"
"1239",3,4,4,4,4,5,5,3,4,"Papa"
"1240",5,3,5,5,3,5,5,5,4,"Sierra"
"1241",5,5,5,3,5,4,5,4,3,"Tango"
"1242",5,5,3,3,2,5,6,5,5,"Papa"
"1243",5,5,5,3,5,3,5,2,4,"Sierra"
"1244",3,4,3,3,3,4,4,4,3,"Sierra"
"1245",4,4,5,4,4,3,6,5,3,"Sierra"
"1246",5,5,4,4,3,5,4,5,4,"Papa"
"1247",4,4,4,4,3,4,3,2,3,"Romeo"
"1248",4,3,4,2,4,4,4,4,3,"Romeo"
"1249",3,4,6,4,4,3,4,4,3,"Tango"
"1250",4,3,4,5,4,4,5,1,3,"Romeo"
"1251",4,4,4,4,3,4,6,4,3,"Romeo"
"1252",4,3,4,5,4,5,3,4,4,"Romeo"
"1253",4,4,3,6,4,4,6,5,3,"Romeo"
"1254",4,5,2,3,4,4,5,3,2,"Sierra"
"1255",6,5,4,5,3,4,3,5,4,"Romeo"
"1256",3,3,4,5,4,4,3,3,5,"Romeo"
"1257",4,3,5,4,5,4,5,2,3,"Sierra"
"1258",5,4,4,3,3,4,4,4,5,"Papa"
"1259",4,3,4,4,3,4,3,5,4,"Sierra"
"1260",3,4,4,3,3,5,3,5,4,"Papa"
"1261",5,4,4,3,4,5,2,4,2,"Tango"
"1262",5,5,5,4,3,5,5,3,4,"Sierra"
"1263",5,4,3,5,3,4,4,4,3,"Tango"
"1264",3,4,3,3,2,4,4,3,2,"Romeo"
"1265",5,5,4,3,4,3,4,2,4,"Tango"
"1266",5,4,3,3,3,5,3,4,4,"Papa"
"1267",5,4,4,6,4,4,3,5,4,"Romeo"
"1268",5,3,6,5,4,4,4,4,4,"Romeo"
"1269",6,4,2,5,1,5,3,3,4,"Papa"
"1270",3,3,4,6,5,4,5,4,4,"Sierra"
"1271",3,3,4,2,4,4,4,2,3,"Romeo"
"1272",4,3,2,5,5,6,5,5,5,"Papa"
"1273",3,2,3,4,2,4,3,4,3,"Romeo"
"1274",7,6,5,5,4,6,6,4,5,"Tango"
"1275",3,4,5,6,5,4,4,3,4,"Romeo"
"1276",3,4,3,4,3,3,4,3,4,"Sierra"
"1277",4,6,3,4,5,4,3,3,3,"Romeo"
"1278",3,3,4,4,4,5,4,4,5,"Sierra"
"1279",4,2,4,5,4,4,3,5,4,"Sierra"
"1280",5,4,5,3,5,3,5,4,3,"Sierra"
"1281",5,5,3,3,4,5,2,5,3,"Papa"
"1282",3,2,4,3,4,4,3,3,4,"Romeo"
"1283",4,3,5,6,6,4,5,4,3,"Tango"
"1284",5,4,4,3,5,3,2,2,4,"Sierra"
"1285",2,4,6,4,4,4,4,2,4,"Sierra"
"1286",4,3,4,3,4,5,5,5,2,"Sierra"
"1287",5,4,3,5,3,5,4,6,3,"Romeo"
"1288",5,3,2,2,3,4,4,2,2,"Romeo"
"1289",4,4,3,3,2,3,4,2,2,"Sierra"
"1290",5,5,3,3,2,5,4,7,5,"Sierra"
"1291",4,4,5,6,4,6,4,5,4,"Romeo"
"1292",4,2,5,5,3,5,3,4,4,"Romeo"
"1293",5,4,3,4,4,4,4,4,3,"Romeo"
"1294",4,4,4,3,4,2,4,4,3,"Sierra"
"1295",3,4,3,3,4,4,3,4,2,"Papa"
"1296",4,2,5,5,6,5,4,2,3,"Sierra"
"1297",5,3,5,4,6,5,5,4,4,"Romeo"
"1298",5,6,6,5,5,3,6,2,3,"Tango"
"1299",3,5,6,4,5,6,3,4,3,"Sierra"
"1300",4,2,2,2,2,5,4,3,4,"Romeo"
"1301",4,3,3,3,4,5,4,3,4,"Romeo"
"1302",5,3,4,2,4,4,4,4,3,"Romeo"
"1303",4,3,5,2,4,5,4,5,3,"Sierra"
"1304",5,4,5,3,4,4,4,5,4,"Romeo"
"1305",5,4,3,4,2,4,4,6,5,"Papa"
"1306",6,4,4,4,5,5,4,3,3,"Sierra"
"1307",4,2,4,5,3,3,2,4,3,"Romeo"
"1308",5,3,4,3,3,4,3,5,3,"Sierra"
"1309",2,3,5,5,5,4,5,3,3,"Tango"
"1310",4,5,6,6,5,5,4,3,3,"Tango"
"1311",3,3,4,3,3,6,4,4,3,"Romeo"
"1312",3,5,5,5,4,5,4,4,4,"Tango"
"1313",5,5,4,3,4,4,4,3,3,"Romeo"
"1314",5,5,4,4,3,3,5,4,4,"Sierra"
"1315",4,4,4,3,4,3,4,5,3,"Sierra"
"1316",4,3,5,5,6,4,4,3,3,"Sierra"
"1317",4,3,4,4,5,4,5,3,3,"Tango"
"1318",4,4,4,4,4,2,4,4,4,"Tango"
"1319",5,4,4,4,2,3,4,4,4,"Sierra"
"1320",3,3,4,3,4,4,4,2,2,"Papa"
"1321",4,4,5,5,5,5,4,1,2,"Romeo"
"1322",4,4,4,5,3,4,3,4,4,"Sierra"
"1323",4,4,4,4,3,2,4,3,5,"Romeo"
"1324",4,4,4,3,6,4,5,3,4,"Romeo"
"1325",5,4,5,5,5,5,6,5,4,"Romeo"
"1326",4,4,3,5,2,6,3,5,5,"Romeo"
"1327",3,2,5,5,4,4,4,5,4,"Sierra"
"1328",6,3,4,4,4,5,6,5,5,"Sierra"
"1329",3,4,4,3,4,4,5,3,3,"Sierra"
"1330",5,4,6,5,4,3,4,3,5,"Sierra"
"1331",6,4,4,4,3,6,4,6,6,"Romeo"
"1332",3,3,4,5,5,5,4,5,4,"Romeo"
"1333",3,2,6,6,6,2,4,3,2,"Sierra"
"1334",3,3,4,4,3,5,3,5,3,"Romeo"
"1335",3,4,4,4,3,3,3,3,4,"Sierra"
"1336",6,5,4,5,5,4,5,3,4,"Sierra"
"1337",4,4,5,5,4,5,4,3,5,"Sierra"
"1338",4,3,4,4,4,2,5,3,1,"Sierra"
"1339",4,4,6,5,4,5,5,4,3,"Papa"
"1340",2,3,3,5,3,4,6,4,3,"Papa"
"1341",5,3,5,5,5,4,4,4,4,"Sierra"
"1342",5,2,4,4,4,6,4,6,4,"Papa"
"1343",4,5,4,4,4,5,3,4,3,"Romeo"
"1344",5,2,4,4,4,4,2,5,6,"Romeo"
"1345",4,5,5,4,4,3,4,2,3,"Tango"
"1346",5,5,4,3,4,5,3,3,3,"Sierra"
"1347",3,4,2,3,4,3,4,4,4,"Sierra"
"1348",4,6,5,4,5,3,5,3,2,"Tango"
"1349",4,4,5,6,5,4,6,2,3,"Sierra"
"1350",5,6,6,3,5,5,4,3,4,"Sierra"
"1351",4,4,4,3,4,4,4,5,4,"Romeo"
"1352",6,5,3,2,3,7,4,6,5,"Romeo"
"1353",4,3,5,3,3,3,4,5,3,"Romeo"
"1354",4,5,3,4,3,6,5,5,4,"Papa"
"1355",2,2,4,4,3,4,3,3,3,"Romeo"
"1356",4,4,4,2,4,4,3,3,3,"Romeo"
"1357",4,3,4,4,5,4,4,3,3,"Sierra"
"1358",4,4,3,2,4,5,3,5,5,"Sierra"
"1359",7,5,4,5,4,5,6,4,5,"Romeo"
"1360",5,3,5,5,5,6,5,4,4,"Romeo"
"1361",5,6,1,4,3,3,3,4,4,"Papa"
"1362",5,3,4,3,3,6,5,6,6,"Romeo"
"1363",3,4,4,3,4,4,5,5,6,"Romeo"
"1364",4,3,6,5,5,4,5,3,3,"Tango"
"1365",3,3,3,3,3,5,3,5,5,"Papa"
"1366",4,3,3,3,3,5,3,3,3,"Romeo"
"1367",5,5,1,3,2,5,3,4,5,"Papa"
"1368",5,5,4,3,5,5,3,3,4,"Papa"
"1369",5,4,5,5,4,6,6,3,5,"Sierra"
"1370",5,5,4,3,4,4,3,3,2,"Sierra"
"1371",3,4,4,5,4,5,4,2,3,"Sierra"
"1372",5,6,3,4,4,4,4,4,4,"Sierra"
"1373",4,4,5,4,4,2,6,2,1,"Sierra"
"1374",3,4,5,4,5,4,2,3,3,"Sierra"
"1375",4,5,3,4,4,4,4,2,2,"Romeo"
"1376",5,3,5,4,3,6,5,5,4,"Sierra"
"1377",4,3,5,5,4,6,3,5,5,"Papa"
"1378",4,3,4,5,5,5,4,4,4,"Sierra"
"1379",5,4,4,3,4,3,3,4,4,"Romeo"
"1380",4,3,5,3,3,3,5,4,3,"Romeo"
"1381",5,5,4,5,4,4,3,4,3,"Romeo"
"1382",5,3,6,5,5,6,5,3,4,"Sierra"
"1383",6,7,6,4,4,6,4,5,5,"Sierra"
"1384",6,4,3,4,4,5,4,4,4,"Romeo"
"1385",5,5,3,5,3,5,6,4,4,"Romeo"
"1386",5,5,4,3,5,5,4,5,5,"Romeo"
"1387",4,4,4,4,4,4,2,3,2,"Tango"
"1388",4,4,4,3,3,5,3,4,3,"Romeo"
"1389",3,3,4,4,5,4,3,4,5,"Papa"
"1390",6,7,3,4,5,4,4,2,2,"Romeo"
"1391",5,6,4,3,3,5,4,3,4,"Romeo"
"1392",4,5,4,4,4,3,4,4,3,"Tango"
"1393",3,3,5,5,5,5,5,6,5,"Romeo"
"1394",4,4,3,3,4,3,5,3,1,"Sierra"
"1395",4,2,4,3,2,6,3,3,4,"Papa"
"1396",5,5,3,4,4,6,3,5,4,"Romeo"
"1397",4,6,2,2,3,4,4,3,4,"Tango"
"1398",4,3,4,2,4,4,4,3,3,"Sierra"
"1399",5,3,5,5,4,4,3,5,4,"Papa"
"1400",4,3,4,4,5,6,6,4,4,"Papa"
"1401",4,3,4,4,4,4,4,5,4,"Tango"
"1402",4,4,4,3,4,4,3,4,4,"Sierra"
"1403",3,5,4,3,3,4,4,4,4,"Papa"
"1404",4,4,4,5,5,5,5,5,3,"Romeo"
"1405",5,5,3,4,2,6,4,3,5,"Papa"
"1406",4,4,5,5,3,5,4,6,5,"Sierra"
"1407",5,2,5,3,4,5,5,4,6,"Sierra"
"1408",6,5,3,5,3,5,4,6,5,"Papa"
"1409",5,4,4,4,4,4,4,4,4,"Romeo"
"1410",5,3,3,3,4,5,4,4,4,"Romeo"
"1411",3,4,4,3,4,3,5,2,2,"Sierra"
"1412",3,4,3,4,4,3,5,4,4,"Papa"
"1413",5,5,5,3,3,2,2,4,4,"Romeo"
"1414",3,5,4,4,4,3,7,3,3,"Sierra"
"1415",5,2,4,6,5,6,5,4,5,"Romeo"
"1416",5,5,5,3,5,3,4,3,4,"Sierra"
"1417",5,5,4,4,3,5,2,5,6,"Papa"
"1418",5,4,4,3,4,4,4,4,4,"Papa"
"1419",3,4,5,5,4,4,3,3,4,"Sierra"
"1420",4,4,5,5,5,4,4,4,5,"Sierra"
"1421",2,4,4,4,4,3,3,3,2,"Sierra"
"1422",4,4,5,4,5,4,4,5,4,"Romeo"
"1423",5,5,4,4,4,4,5,3,4,"Sierra"
"1424",5,4,3,4,3,4,3,4,5,"Romeo"
"1425",5,2,3,4,4,3,4,2,3,"Romeo"
"1426",5,4,6,6,4,6,5,5,5,"Tango"
"1427",4,5,5,5,6,4,4,4,3,"Tango"
"1428",6,5,5,5,4,6,5,5,4,"Sierra"
"1429",4,3,4,4,4,5,4,3,4,"Romeo"
"1430",4,4,4,3,5,6,4,3,4,"Sierra"
"1431",4,5,4,4,4,7,4,4,5,"Romeo"
"1432",4,3,3,3,3,4,3,5,3,"Sierra"
"1433",4,4,3,4,3,5,3,5,3,"Romeo"
"1434",4,4,4,3,4,5,4,5,5,"Romeo"
"1435",4,4,3,5,3,4,2,5,3,"Romeo"
"1436",6,4,5,4,4,4,4,4,4,"Romeo"
"1437",4,3,5,4,4,6,4,6,6,"Papa"
"1438",3,4,4,4,3,4,4,6,4,"Romeo"
"1439",4,4,5,5,5,4,4,4,3,"Romeo"
"1440",3,4,4,4,5,3,4,1,2,"Tango"
"1441",3,3,4,3,3,3,4,3,2,"Sierra"
"1442",5,6,3,3,3,4,3,6,3,"Romeo"
"1443",6,6,4,4,4,6,2,5,6,"Romeo"
"1444",4,4,3,4,3,5,4,5,5,"Romeo"
"1445",5,3,4,4,4,6,3,3,4,"Papa"
"1446",4,3,4,4,5,4,5,4,3,"Romeo"
"1447",4,4,6,6,6,4,5,3,3,"Romeo"
"1448",4,4,4,4,4,5,4,4,4,"Romeo"
"1449",3,3,4,2,3,4,3,4,5,"Romeo"
"1450",3,2,2,3,4,4,4,5,4,"Romeo"
"1451",4,6,4,5,4,4,5,3,3,"Sierra"
"1452",3,4,4,4,5,4,4,3,3,"Papa"
"1453",3,2,4,3,3,4,6,5,3,"Romeo"
"1454",4,5,5,5,4,4,4,5,3,"Sierra"
"1455",4,2,3,3,4,2,3,5,2,"Romeo"
"1456",5,5,3,4,4,6,5,4,5,"Papa"
"1457",5,4,4,4,5,4,4,4,4,"Romeo"
"1458",5,3,3,3,4,4,5,1,2,"Tango"
"1459",4,4,4,6,4,4,4,5,3,"Romeo"
"1460",4,6,5,5,4,3,5,5,3,"Tango"
"1461",3,4,4,3,4,3,4,4,4,"Papa"
"1462",4,5,4,3,2,3,3,4,4,"Romeo"
"1463",3,4,3,4,3,3,3,5,4,"Sierra"
"1464",4,3,3,4,2,4,4,5,4,"Papa"
"1465",4,4,6,4,3,5,4,4,5,"Sierra"
"1466",4,4,4,3,3,6,5,7,4,"Papa"
"1467",3,4,5,4,4,5,5,3,3,"Sierra"
"1468",4,4,4,4,5,6,3,4,4,"Romeo"
"1469",4,5,4,3,5,3,3,5,4,"Sierra"
"1470",3,4,4,4,3,5,4,6,5,"Romeo"
"1471",5,3,5,4,3,4,6,5,4,"Romeo"
"1472",3,2,4,5,4,3,3,2,2,"Romeo"
"1473",3,3,4,4,3,3,3,4,2,"Tango"
"1474",5,3,5,4,4,2,4,4,3,"Romeo"
"1475",3,4,4,4,4,3,4,5,3,"Tango"
"1476",4,3,3,3,4,5,4,5,5,"Sierra"
"1477",3,3,4,5,4,4,3,5,4,"Papa"
"1478",6,6,2,2,4,3,3,5,3,"Romeo"
"1479",4,5,4,3,5,3,4,4,4,"Sierra"
"1480",6,3,2,3,3,5,4,6,4,"Papa"
"1481",3,4,4,5,5,2,4,2,2,"Tango"
"1482",4,3,5,5,4,2,5,3,3,"Sierra"
"1483",5,6,5,2,4,4,4,4,3,"Romeo"
"1484",3,3,5,3,5,3,3,2,3,"Romeo"
"1485",5,3,5,4,3,5,3,5,4,"Romeo"
"1486",5,4,3,3,4,4,4,5,4,"Romeo"
"1487",4,3,4,4,4,4,4,2,3,"Sierra"
